Bill Of Quantity,,,,,,
Project,Riverlands - RL2B,,,,,
Scope,ICT and Security,,,,,
,,,,,,
,,,,,,
Item,Description,Units,Quantity,Supply Rate,Install Rate,Total
,,,,,,
14000,PC Sums,,,,,
,,,,,,
14001,PC Sum,Qty,1,R0.00,R0.00,R0.00
,,,,,,
,Sub Total (carried forward to summary),,,,,R0.00
